sample,datetime,wtemp_a_1,ltemp_a_2,wtrhgt__3,batt_mi_4
1032,7/16/2017 5:45,8.9,7.5,16,3.51
1033,7/16/2017 6:00,8.9,7.2,16,3.51
1034,7/16/2017 6:15,8.9,7.2,16,3.51
1035,7/16/2017 6:30,8.9,7.2,17,3.51
1036,7/16/2017 6:45,8.9,7.2,17,3.51
1037,7/16/2017 7:00,8.9,7.2,17,3.51
1038,7/16/2017 7:15,8.9,7.2,17,3.51
1039,7/16/2017 7:30,8.9,7.5,17,3.51
1040,7/16/2017 7:45,8.9,7.9,17,3.51
1041,7/16/2017 8:00,8.9,8.2,17,3.51
1042,7/16/2017 8:15,9.2,9.5,17,3.51
1043,7/16/2017 8:30,9.2,10.8,17,3.51
1044,7/16/2017 8:45,9.5,11.8,17,3.55
1045,7/16/2017 9:00,9.5,12.5,17,3.55
1046,7/16/2017 9:15,9.5,13.5,17,3.55
1047,7/16/2017 9:30,9.8,14.5,17,3.55
1048,7/16/2017 9:45,9.8,16.1,17,3.55
1049,7/16/2017 10:00,10.2,18.2,16,3.55
1050,7/16/2017 10:15,10.2,19.9,16,3.55
1051,7/16/2017 10:30,10.5,20.9,16,3.55
1052,7/16/2017 10:45,10.8,22,16,3.55
1053,7/16/2017 11:00,11.2,22.7,16,3.55
1054,7/16/2017 11:15,11.2,23.8,16,3.59
1055,7/16/2017 11:30,11.5,24.9,16,3.59
1056,7/16/2017 11:45,11.5,25.3,16,3.59
1057,7/16/2017 12:00,11.5,24.9,16,3.59
1058,7/16/2017 12:15,11.5,24.9,16,3.59
1059,7/16/2017 12:30,11.8,24.5,16,3.59
1060,7/16/2017 12:45,11.8,24.5,16,3.59
1061,7/16/2017 13:00,12.1,24.9,16,3.59
1062,7/16/2017 13:15,12.1,25.3,15,3.59
1063,7/16/2017 13:30,12.1,25.3,15,3.59
1064,7/16/2017 13:45,12.1,25.6,15,3.59
1065,7/16/2017 14:00,12.1,25.6,15,3.59
1066,7/16/2017 14:15,12.5,25.6,15,3.59
1067,7/16/2017 14:30,12.5,26.4,15,3.59
1068,7/16/2017 14:45,12.5,27.2,15,3.59
1069,7/16/2017 15:00,12.5,28.3,15,3.59
1070,7/16/2017 15:15,12.5,27.9,14,3.59
1071,7/16/2017 15:30,12.1,27.9,14,3.59
1072,7/16/2017 15:45,12.1,27.2,14,3.59
1073,7/16/2017 16:00,12.1,26,14,3.59
1074,7/16/2017 16:15,11.8,25.3,13,3.59
1075,7/16/2017 16:30,11.8,23.8,13,3.59
1076,7/16/2017 16:45,11.5,22.7,13,3.59
1077,7/16/2017 17:00,11.5,22.3,13,3.55
1078,7/16/2017 17:15,11.5,22,13,3.55
1079,7/16/2017 17:30,11.2,22,13,3.55
1080,7/16/2017 17:45,11.2,21.6,13,3.55
1081,7/16/2017 18:00,11.2,21.3,13,3.55
1082,7/16/2017 18:15,11.2,21.3,13,3.55
1083,7/16/2017 18:30,11.2,21.3,13,3.55
1084,7/16/2017 18:45,11.2,20.9,13,3.55
1085,7/16/2017 19:00,11.2,20.6,13,3.55
1086,7/16/2017 19:15,11.2,20.2,13,3.55
1087,7/16/2017 19:30,11.2,19.5,13,3.55
1088,7/16/2017 19:45,11.2,18.8,13,3.55
1089,7/16/2017 20:00,11.2,18.2,13,3.55
1090,7/16/2017 20:15,10.8,17.8,13,3.55
1091,7/16/2017 20:30,10.8,17.1,13,3.55
1092,7/16/2017 20:45,10.8,16.8,13,3.55
1093,7/16/2017 21:00,10.8,16.5,13,3.55
1094,7/16/2017 21:15,10.8,16.1,13,3.55
1095,7/16/2017 21:30,10.8,15.8,13,3.55
1096,7/16/2017 21:45,10.8,15.5,13,3.55
1097,7/16/2017 22:00,10.5,15.1,13,3.55
1098,7/16/2017 22:15,10.5,14.8,13,3.55
1099,7/16/2017 22:30,10.5,14.5,13,3.55
1100,7/16/2017 22:45,10.5,14.1,13,3.55
1101,7/16/2017 23:00,10.5,13.8,13,3.55
1102,7/16/2017 23:15,10.5,13.5,13,3.55
1103,7/16/2017 23:30,10.5,13.5,13,3.55
1104,7/16/2017 23:45,10.5,13.1,13,3.55
1105,7/17/2017 0:00,10.5,12.8,13,3.55
1106,7/17/2017 0:15,10.2,12.5,14,3.55
1107,7/17/2017 0:30,10.2,12.5,14,3.55
1108,7/17/2017 0:45,10.2,12.5,14,3.55
1109,7/17/2017 1:00,10.2,12.8,14,3.55
1110,7/17/2017 1:15,10.2,13.5,14,3.55
1111,7/17/2017 1:30,10.2,13.8,14,3.55
1112,7/17/2017 1:45,10.2,13.8,14,3.55
1113,7/17/2017 2:00,10.2,14.1,14,3.55
1114,7/17/2017 2:15,10.2,14.5,14,3.55
1115,7/17/2017 2:30,10.2,14.8,14,3.55
1116,7/17/2017 2:45,10.2,14.8,14,3.55
1117,7/17/2017 3:00,10.2,14.5,14,3.55
1118,7/17/2017 3:15,10.2,14.5,14,3.55
1119,7/17/2017 3:30,10.2,14.5,14,3.55
1120,7/17/2017 3:45,10.2,14.5,14,3.55
1121,7/17/2017 4:00,10.2,14.1,14,3.55
1122,7/17/2017 4:15,9.8,13.1,14,3.55
1123,7/17/2017 4:30,9.8,13.1,14,3.55
1124,7/17/2017 4:45,9.8,12.5,14,3.55
1125,7/17/2017 5:00,9.8,11.8,14,3.55
1126,7/17/2017 5:15,9.8,11.2,15,3.55
1127,7/17/2017 5:30,9.8,10.8,14,3.55
1128,7/17/2017 5:45,9.8,10.5,15,3.55
1129,7/17/2017 6:00,9.5,10.2,15,3.55
1130,7/17/2017 6:15,9.5,10.2,15,3.55
1131,7/17/2017 6:30,9.5,9.8,15,3.55
1132,7/17/2017 6:45,9.5,9.8,15,3.55
1133,7/17/2017 7:00,9.5,10.2,15,3.55
1134,7/17/2017 7:15,9.5,10.2,15,3.55
1135,7/17/2017 7:30,9.5,10.2,15,3.55
1136,7/17/2017 7:45,9.5,10.5,15,3.55
1137,7/17/2017 8:00,9.8,10.8,15,3.55
1138,7/17/2017 8:15,9.8,12.1,15,3.55
1139,7/17/2017 8:30,10.2,13.8,15,3.55
1140,7/17/2017 8:45,10.2,15.1,15,3.55
1141,7/17/2017 9:00,10.2,16.1,15,3.55
1142,7/17/2017 9:15,10.5,17.1,15,3.55
1143,7/17/2017 9:30,10.5,18.2,15,3.55
1144,7/17/2017 9:45,10.8,19.9,15,3.55
1145,7/17/2017 10:00,10.8,21.3,15,3.55
1146,7/17/2017 10:15,11.2,22.3,15,3.55
1147,7/17/2017 10:30,11.5,23.4,15,3.55
1148,7/17/2017 10:45,11.5,24.2,15,3.59
1149,7/17/2017 11:00,11.8,24.9,15,3.59
1150,7/17/2017 11:15,12.1,26,15,3.59
1151,7/17/2017 11:30,12.1,27.2,15,3.59
1152,7/17/2017 11:45,11.8,26.8,15,3.59
1153,7/17/2017 12:00,11.8,25.3,15,3.59
1154,7/17/2017 12:15,11.8,25.3,15,3.59
1155,7/17/2017 12:30,11.8,25.6,15,3.59
1156,7/17/2017 12:45,11.8,25.6,15,3.59
1157,7/17/2017 13:00,12.1,25.6,15,3.59
1158,7/17/2017 13:15,12.1,25.6,14,3.59
1159,7/17/2017 13:30,12.5,26.4,14,3.59
1160,7/17/2017 13:45,12.5,26.8,14,3.59
1161,7/17/2017 14:00,12.5,27.2,14,3.59
1162,7/17/2017 14:15,12.1,26,14,3.59
1163,7/17/2017 14:30,12.1,25.3,13,3.59
1164,7/17/2017 14:45,12.1,25.6,13,3.59
1165,7/17/2017 15:00,11.8,24.2,13,3.59
1166,7/17/2017 15:15,11.8,22,13,3.55
1167,7/17/2017 15:30,11.8,22,13,3.55
1168,7/17/2017 15:45,11.8,22.7,13,3.59
1169,7/17/2017 16:00,11.8,22.3,13,3.55
1170,7/17/2017 16:15,11.8,21.6,13,3.55
1171,7/17/2017 16:30,11.8,22.3,13,3.55
1172,7/17/2017 16:45,11.8,22.7,13,3.59
1173,7/17/2017 17:00,11.5,22.7,13,3.59
1174,7/17/2017 17:15,11.5,22.7,13,3.59
1175,7/17/2017 17:30,11.5,22.3,13,3.59
1176,7/17/2017 17:45,11.5,21.6,13,3.55
1177,7/17/2017 18:00,11.5,19.2,13,3.55
1178,7/17/2017 18:15,11.2,16.5,13,3.55
1179,7/17/2017 18:30,11.2,15.1,13,3.55
1180,7/17/2017 18:45,11.2,14.8,13,3.55
1181,7/17/2017 19:00,11.2,14.8,13,3.55
1182,7/17/2017 19:15,11.2,14.8,13,3.55
1183,7/17/2017 19:30,11.2,15.1,13,3.55
1184,7/17/2017 19:45,11.2,15.1,13,3.55
1185,7/17/2017 20:00,11.2,14.8,13,3.55
1186,7/17/2017 20:15,10.8,14.8,13,3.55
1187,7/17/2017 20:30,10.8,14.5,13,3.55
1188,7/17/2017 20:45,10.8,14.5,13,3.55
1189,7/17/2017 21:00,10.8,14.1,13,3.55
1190,7/17/2017 21:15,10.8,14.1,13,3.55
1191,7/17/2017 21:30,10.8,13.8,13,3.55
1192,7/17/2017 21:45,10.8,13.5,13,3.55
1193,7/17/2017 22:00,10.8,13.1,13,3.55
1194,7/17/2017 22:15,10.8,12.8,13,3.55
1195,7/17/2017 22:30,10.8,12.5,14,3.55
1196,7/17/2017 22:45,10.8,12.5,14,3.55
1197,7/17/2017 23:00,10.5,12.1,14,3.55
1198,7/17/2017 23:15,10.5,12.1,14,3.55
1199,7/17/2017 23:30,10.5,11.8,14,3.55
1200,7/17/2017 23:45,10.5,11.5,14,3.55
1201,7/18/2017 0:00,10.5,11.5,14,3.55
1202,7/18/2017 0:15,10.5,11.2,14,3.55
1203,7/18/2017 0:30,10.5,11.2,14,3.55
1204,7/18/2017 0:45,10.5,11.2,14,3.55
1205,7/18/2017 1:00,10.2,11.2,14,3.55
1206,7/18/2017 1:15,10.2,11.2,14,3.55
1207,7/18/2017 1:30,10.2,11.2,14,3.55
1208,7/18/2017 1:45,10.2,10.8,14,3.55
1209,7/18/2017 2:00,10.2,10.8,14,3.55
1210,7/18/2017 2:15,10.2,10.8,14,3.55
1211,7/18/2017 2:30,10.2,10.8,14,3.55
1212,7/18/2017 2:45,10.2,10.8,14,3.55
1213,7/18/2017 3:00,10.2,10.8,14,3.55
1214,7/18/2017 3:15,10.2,10.8,14,3.55
1215,7/18/2017 3:30,10.2,10.8,14,3.55
1216,7/18/2017 3:45,10.2,10.5,14,3.55
1217,7/18/2017 4:00,10.2,10.5,14,3.55
1218,7/18/2017 4:15,10.2,10.2,14,3.55
1219,7/18/2017 4:30,10.2,10.2,14,3.55
1220,7/18/2017 4:45,9.8,10.2,14,3.55
1221,7/18/2017 5:00,9.8,10.2,14,3.55
1222,7/18/2017 5:15,9.8,10.2,15,3.55
1223,7/18/2017 5:30,9.8,10.5,14,3.55
1224,7/18/2017 5:45,9.8,10.5,14,3.55
1225,7/18/2017 6:00,10.2,10.8,14,3.55
1226,7/18/2017 6:15,10.2,10.8,14,3.55
1227,7/18/2017 6:30,10.2,11.2,14,3.55
1228,7/18/2017 6:45,10.2,11.2,14,3.55
1229,7/18/2017 7:00,10.2,11.2,14,3.55
1230,7/18/2017 7:15,10.2,11.5,14,3.55
1231,7/18/2017 7:30,10.2,11.8,14,3.55
1232,7/18/2017 7:45,10.2,12.1,14,3.55
1233,7/18/2017 8:00,10.2,12.5,14,3.55
1234,7/18/2017 8:15,10.2,12.8,14,3.55
1235,7/18/2017 8:30,10.2,13.1,14,3.55
1236,7/18/2017 8:45,10.2,13.5,14,3.55
1237,7/18/2017 9:00,10.5,13.8,14,3.55
1238,7/18/2017 9:15,10.5,13.8,14,3.55
1239,7/18/2017 9:30,10.5,13.8,14,3.55
1240,7/18/2017 9:45,10.5,14.1,14,3.55
1241,7/18/2017 10:00,10.5,14.5,14,3.55
1242,7/18/2017 10:15,10.5,14.8,14,3.55
1243,7/18/2017 10:30,10.5,14.8,14,3.55
1244,7/18/2017 10:45,10.8,15.5,14,3.55
1245,7/18/2017 11:00,11.2,17.1,14,3.55
1246,7/18/2017 11:15,11.2,19.5,14,3.55
1247,7/18/2017 11:30,11.5,21.3,14,3.55
1248,7/18/2017 11:45,11.8,22.7,14,3.55
1249,7/18/2017 12:00,11.8,23.4,14,3.59
1250,7/18/2017 12:15,11.8,23.8,14,3.59
1251,7/18/2017 12:30,12.1,23.8,14,3.59
1252,7/18/2017 12:45,12.1,24.2,14,3.59
1253,7/18/2017 13:00,12.5,24.5,14,3.59
1254,7/18/2017 13:15,12.5,24.9,14,3.59
1255,7/18/2017 13:30,12.8,25.3,14,3.59
1256,7/18/2017 13:45,12.8,25.6,14,3.59
1257,7/18/2017 14:00,12.8,26,14,3.59
1258,7/18/2017 14:15,12.8,26.4,14,3.59
1259,7/18/2017 14:30,12.8,26.8,14,3.59
1260,7/18/2017 14:45,12.8,26.8,14,3.59
1261,7/18/2017 15:00,12.5,26.4,14,3.59
1262,7/18/2017 15:15,12.5,26,14,3.59
1263,7/18/2017 15:30,12.1,25.6,13,3.59
1264,7/18/2017 15:45,12.1,25.3,13,3.59
1265,7/18/2017 16:00,12.1,24.5,13,3.59
1266,7/18/2017 16:15,12.1,24.2,13,3.59
1267,7/18/2017 16:30,11.8,23.8,13,3.59
1268,7/18/2017 16:45,11.8,23.8,13,3.59
1269,7/18/2017 17:00,11.8,24.2,13,3.59
1270,7/18/2017 17:15,11.8,23.8,13,3.59
1271,7/18/2017 17:30,11.8,23.4,12,3.59
1272,7/18/2017 17:45,11.8,23.4,12,3.59
1273,7/18/2017 18:00,11.8,23.1,12,3.59
1274,7/18/2017 18:15,11.8,22.7,12,3.59
1275,7/18/2017 18:30,11.8,22,12,3.59
1276,7/18/2017 18:45,11.8,21.6,12,3.55
1277,7/18/2017 19:00,11.5,21.3,12,3.55
1278,7/18/2017 19:15,11.5,20.6,12,3.55
1279,7/18/2017 19:30,11.5,20.2,12,3.55
1280,7/18/2017 19:45,11.5,19.9,12,3.55
1281,7/18/2017 20:00,11.5,19.5,12,3.55
1282,7/18/2017 20:15,11.5,18.8,12,3.55
1283,7/18/2017 20:30,11.5,18.2,12,3.55
1284,7/18/2017 20:45,11.2,17.8,12,3.55
1285,7/18/2017 21:00,11.2,17.1,12,3.55
1286,7/18/2017 21:15,11.2,16.8,12,3.55
1287,7/18/2017 21:30,11.2,16.8,12,3.55
1288,7/18/2017 21:45,11.2,16.5,12,3.55
1289,7/18/2017 22:00,11.2,16.1,12,3.55
1290,7/18/2017 22:15,10.8,15.8,12,3.55
1291,7/18/2017 22:30,10.8,15.5,12,3.55
1292,7/18/2017 22:45,10.8,15.1,12,3.55
1293,7/18/2017 23:00,10.8,15.1,12,3.55
1294,7/18/2017 23:15,10.8,14.8,12,3.55
1295,7/18/2017 23:30,10.8,14.5,12,3.55
1296,7/18/2017 23:45,10.8,14.1,12,3.55
1297,7/19/2017 0:00,10.8,14.1,12,3.55
1298,7/19/2017 0:15,10.8,13.8,12,3.55
1299,7/19/2017 0:30,10.5,13.5,12,3.55
1300,7/19/2017 0:45,10.5,13.5,12,3.55
1301,7/19/2017 1:00,10.5,13.1,12,3.55
1302,7/19/2017 1:15,10.5,13.1,12,3.55
1303,7/19/2017 1:30,10.5,12.8,12,3.55
1304,7/19/2017 1:45,10.5,12.8,12,3.55
1305,7/19/2017 2:00,10.5,12.5,12,3.55
1306,7/19/2017 2:15,10.5,12.1,13,3.55
1307,7/19/2017 2:30,10.5,12.1,13,3.55
1308,7/19/2017 2:45,10.5,11.8,13,3.55
1309,7/19/2017 3:00,10.2,11.8,13,3.55
1310,7/19/2017 3:15,10.2,11.8,13,3.55
1311,7/19/2017 3:30,10.2,11.5,13,3.55
1312,7/19/2017 3:45,10.2,11.5,13,3.55
1313,7/19/2017 4:00,10.2,11.2,13,3.55
1314,7/19/2017 4:15,10.2,11.2,13,3.55
1315,7/19/2017 4:30,10.2,11.2,13,3.55
1316,7/19/2017 4:45,10.2,11.2,13,3.55
1317,7/19/2017 5:00,10.2,10.8,13,3.55
1318,7/19/2017 5:15,10.2,10.8,13,3.55
1319,7/19/2017 5:30,10.2,10.8,13,3.55
1320,7/19/2017 5:45,10.2,10.8,13,3.55
1321,7/19/2017 6:00,9.8,10.8,13,3.55
1322,7/19/2017 6:15,9.8,10.8,13,3.55
1323,7/19/2017 6:30,9.8,10.8,13,3.55
1324,7/19/2017 6:45,10.2,11.2,13,3.55
1325,7/19/2017 7:00,10.2,11.5,13,3.55
1326,7/19/2017 7:15,10.2,12.1,13,3.55
1327,7/19/2017 7:30,10.2,12.8,13,3.55
1328,7/19/2017 7:45,10.2,13.8,13,3.55
1329,7/19/2017 8:00,10.2,14.5,13,3.55
1330,7/19/2017 8:15,10.5,15.1,13,3.55
1331,7/19/2017 8:30,10.5,16.5,13,3.55
1332,7/19/2017 8:45,10.8,17.5,13,3.55
1333,7/19/2017 9:00,10.8,18.2,13,3.55
1334,7/19/2017 9:15,10.8,18.8,13,3.55
1335,7/19/2017 9:30,10.8,19.5,13,3.55
1336,7/19/2017 9:45,11.2,20.9,13,3.55
1337,7/19/2017 10:00,11.5,22.3,13,3.55
1338,7/19/2017 10:15,11.5,23.4,13,3.59
1339,7/19/2017 10:30,11.8,24.2,13,3.59
1340,7/19/2017 10:45,11.8,24.9,13,3.59
1341,7/19/2017 11:00,12.1,26,13,3.59
1342,7/19/2017 11:15,12.5,26.8,13,3.59
1343,7/19/2017 11:30,12.5,27.5,13,3.59
1344,7/19/2017 11:45,12.5,27.9,13,3.59
1345,7/19/2017 12:00,12.8,28.3,13,3.59
1346,7/19/2017 12:15,12.8,28.3,13,3.59
1347,7/19/2017 12:30,13.1,28.7,13,3.59
1348,7/19/2017 12:45,13.1,28.7,13,3.59
1349,7/19/2017 13:00,13.1,28.7,12,3.59
1350,7/19/2017 13:15,13.5,29.1,12,3.59
1351,7/19/2017 13:30,13.5,29.5,12,3.59
1352,7/19/2017 13:45,13.5,29.5,12,3.59
1353,7/19/2017 14:00,13.1,29.1,11,3.59
1354,7/19/2017 14:15,12.8,28.3,11,3.59
1355,7/19/2017 14:30,12.5,27.2,11,3.59
1356,7/19/2017 14:45,12.5,26,11,3.59
1357,7/19/2017 15:00,12.5,25.3,10,3.59
1358,7/19/2017 15:15,12.1,24.2,11,3.59
1359,7/19/2017 15:30,12.1,23.1,11,3.59
1360,7/19/2017 15:45,12.1,22.7,10,3.59
1361,7/19/2017 16:00,12.1,23.4,10,3.59
1362,7/19/2017 16:15,12.1,23.4,10,3.59
1363,7/19/2017 16:30,12.1,23.8,10,3.59
1364,7/19/2017 16:45,12.1,23.4,10,3.59
1365,7/19/2017 17:00,12.1,23.4,10,3.59
1366,7/19/2017 17:15,11.8,22.7,10,3.59
1367,7/19/2017 17:30,12.1,22.7,10,3.59
1368,7/19/2017 17:45,12.1,22.7,10,3.59
1369,7/19/2017 18:00,11.8,22.3,10,3.59
1370,7/19/2017 18:15,11.8,22,10,3.59
1371,7/19/2017 18:30,11.8,21.6,10,3.59
1372,7/19/2017 18:45,11.8,21.3,9,3.55
1373,7/19/2017 19:00,11.8,20.9,9,3.55
1374,7/19/2017 19:15,11.8,20.6,10,3.55
1375,7/19/2017 19:30,11.8,20.6,9,3.55
1376,7/19/2017 19:45,11.5,20.2,10,3.55
1377,7/19/2017 20:00,11.8,19.9,10,3.55
1378,7/19/2017 20:15,11.8,19.9,10,3.55
1379,7/19/2017 20:30,11.8,19.5,9,3.55
1380,7/19/2017 20:45,11.5,19.2,9,3.55
1381,7/19/2017 21:00,11.5,18.8,9,3.55
1382,7/19/2017 21:15,11.5,18.8,10,3.55
1383,7/19/2017 21:30,11.5,18.5,9,3.55
1384,7/19/2017 21:45,11.2,17.8,10,3.55
1385,7/19/2017 22:00,11.2,17.1,10,3.55
1386,7/19/2017 22:15,11.2,16.8,10,3.55
1387,7/19/2017 22:30,11.2,16.5,10,3.55
1388,7/19/2017 22:45,11.2,16.1,10,3.55
1389,7/19/2017 23:00,11.2,16.1,10,3.55
1390,7/19/2017 23:15,11.2,16.1,10,3.55
1391,7/19/2017 23:30,11.2,16.1,10,3.55
1392,7/19/2017 23:45,11.2,16.1,10,3.55
1393,7/20/2017 0:00,11.2,16.1,10,3.55
1394,7/20/2017 0:15,11.2,16.5,10,3.55
1395,7/20/2017 0:30,11.2,16.5,10,3.55
1396,7/20/2017 0:45,11.2,16.1,10,3.55
1397,7/20/2017 1:00,11.2,16.5,10,3.55
1398,7/20/2017 1:15,11.2,16.5,11,3.55
1399,7/20/2017 1:30,11.2,16.1,11,3.55
1400,7/20/2017 1:45,11.2,16.1,11,3.55
1401,7/20/2017 2:00,11.2,16.1,11,3.55
1402,7/20/2017 2:15,11.2,15.8,11,3.55
1403,7/20/2017 2:30,10.8,15.8,11,3.55
1404,7/20/2017 2:45,10.8,15.5,11,3.55
1405,7/20/2017 3:00,10.8,15.5,11,3.55
1406,7/20/2017 3:15,10.8,15.5,11,3.55
1407,7/20/2017 3:30,11.2,15.8,11,3.55
1408,7/20/2017 3:45,11.2,16.1,11,3.55
1409,7/20/2017 4:00,11.2,16.1,11,3.55
1410,7/20/2017 4:15,10.8,15.8,11,3.55
1411,7/20/2017 4:30,10.8,15.5,12,3.55
1412,7/20/2017 4:45,10.8,14.8,12,3.55
1413,7/20/2017 5:00,10.8,14.5,12,3.55
1414,7/20/2017 5:15,10.8,14.1,12,3.55
1415,7/20/2017 5:30,10.8,13.8,12,3.55
1416,7/20/2017 5:45,10.8,13.5,12,3.55
1417,7/20/2017 6:00,10.8,13.1,12,3.55
1418,7/20/2017 6:15,10.5,13.1,12,3.55
1419,7/20/2017 6:30,10.5,13.1,12,3.55
1420,7/20/2017 6:45,10.5,13.1,12,3.55
1421,7/20/2017 7:00,10.5,13.5,12,3.55
1422,7/20/2017 7:15,10.5,13.8,12,3.55
1423,7/20/2017 7:30,10.5,13.8,12,3.55
1424,7/20/2017 7:45,10.8,13.8,12,3.55
1425,7/20/2017 8:00,10.8,13.8,12,3.55
1426,7/20/2017 8:15,10.8,14.1,12,3.55
1427,7/20/2017 8:30,10.8,15.1,12,3.55
1428,7/20/2017 8:45,10.8,16.1,12,3.55
1429,7/20/2017 9:00,11.2,16.8,12,3.55
1430,7/20/2017 9:15,11.2,17.8,12,3.55
1431,7/20/2017 9:30,11.2,18.5,12,3.55
1432,7/20/2017 9:45,11.5,19.5,12,3.55
1433,7/20/2017 10:00,11.5,20.2,12,3.55
1434,7/20/2017 10:15,11.5,21.3,12,3.55
1435,7/20/2017 10:30,11.8,22,12,3.55
1436,7/20/2017 10:45,12.1,22.7,12,3.55
1437,7/20/2017 11:00,12.1,23.8,12,3.59
1438,7/20/2017 11:15,12.5,25.3,13,3.59
1439,7/20/2017 11:30,12.5,25.6,13,3.59
1440,7/20/2017 11:45,12.5,25.6,12,3.59
1441,7/20/2017 12:00,12.8,26,12,3.59
1442,7/20/2017 12:15,12.8,26,12,3.59
1443,7/20/2017 12:30,12.8,26,12,3.59
1444,7/20/2017 12:45,13.1,26.4,12,3.59
1445,7/20/2017 13:00,13.5,26.8,12,3.59
1446,7/20/2017 13:15,13.5,26.8,12,3.59
1447,7/20/2017 13:30,13.5,27.2,12,3.59
1448,7/20/2017 13:45,13.5,27.5,12,3.59
1449,7/20/2017 14:00,13.5,27.5,12,3.59
1450,7/20/2017 14:15,13.5,27.5,12,3.59
1451,7/20/2017 14:30,13.5,27.9,11,3.59
1452,7/20/2017 14:45,13.5,27.5,11,3.59
1453,7/20/2017 15:00,13.1,27.2,11,3.59
1454,7/20/2017 15:15,13.1,27.5,11,3.59
1455,7/20/2017 15:30,13.1,27.9,10,3.59
1456,7/20/2017 15:45,13.1,27.2,10,3.59
1457,7/20/2017 16:00,12.8,26.4,10,3.59
1458,7/20/2017 16:15,12.8,26,10,3.59
1459,7/20/2017 16:30,12.8,26,10,3.59
1460,7/20/2017 16:45,12.8,25.6,9,3.59
1461,7/20/2017 17:00,12.8,25.3,9,3.59
1462,7/20/2017 17:15,12.5,24.9,9,3.59
1463,7/20/2017 17:30,12.5,24.5,9,3.59
1464,7/20/2017 17:45,12.5,24.5,9,3.59
1465,7/20/2017 18:00,12.5,24.2,9,3.59
1466,7/20/2017 18:15,12.5,23.8,9,3.59
1467,7/20/2017 18:30,12.1,23.4,9,3.59
1468,7/20/2017 18:45,12.1,22.7,9,3.59
1469,7/20/2017 19:00,12.1,21.6,9,3.55
1470,7/20/2017 19:15,12.1,20.9,9,3.55
1471,7/20/2017 19:30,12.1,18.8,9,3.55
1472,7/20/2017 19:45,11.8,16.5,9,3.55
1473,7/20/2017 20:00,11.8,15.1,9,3.55
1474,7/20/2017 20:15,11.5,14.1,9,3.55
1475,7/20/2017 20:30,11.5,13.8,9,3.55
1476,7/20/2017 20:45,11.5,13.8,9,3.55
1477,7/20/2017 21:00,11.5,13.8,9,3.55
1478,7/20/2017 21:15,11.5,13.8,10,3.55
1479,7/20/2017 21:30,11.5,13.8,10,3.55
1480,7/20/2017 21:45,11.5,13.8,10,3.55
1481,7/20/2017 22:00,11.5,13.5,10,3.55
1482,7/20/2017 22:15,11.2,13.5,10,3.55
1483,7/20/2017 22:30,11.2,13.5,11,3.55
1484,7/20/2017 22:45,11.2,13.1,11,3.55
1485,7/20/2017 23:00,11.2,12.8,11,3.55
1486,7/20/2017 23:15,11.2,12.8,11,3.55
1487,7/20/2017 23:30,11.2,12.5,11,3.55
1488,7/20/2017 23:45,11.2,12.5,11,3.55
1489,7/21/2017 0:00,11.2,12.5,12,3.55
1490,7/21/2017 0:15,11.2,12.5,12,3.55
1491,7/21/2017 0:30,11.2,12.5,12,3.55
1492,7/21/2017 0:45,11.2,12.8,12,3.55
1493,7/21/2017 1:00,11.2,13.1,11,3.55
1494,7/21/2017 1:15,11.2,13.1,11,3.55
1495,7/21/2017 1:30,11.2,13.1,11,3.55
1496,7/21/2017 1:45,11.2,13.1,11,3.55
1497,7/21/2017 2:00,11.2,13.1,11,3.55
1498,7/21/2017 2:15,11.2,12.8,11,3.55
1499,7/21/2017 2:30,11.2,12.8,11,3.55
1500,7/21/2017 2:45,10.8,12.5,11,3.55
1501,7/21/2017 3:00,10.8,12.5,11,3.55
1502,7/21/2017 3:15,10.8,12.5,12,3.55
1503,7/21/2017 3:30,10.8,12.8,12,3.55
1504,7/21/2017 3:45,10.8,12.5,11,3.55
1505,7/21/2017 4:00,10.8,12.1,12,3.55
1506,7/21/2017 4:15,10.8,11.8,12,3.55
1507,7/21/2017 4:30,10.8,12.1,12,3.55
1508,7/21/2017 4:45,10.8,12.1,12,3.55
1509,7/21/2017 5:00,10.8,12.1,12,3.55
1510,7/21/2017 5:15,10.8,12.1,12,3.55
1511,7/21/2017 5:30,10.8,11.8,12,3.55
1512,7/21/2017 5:45,10.8,11.5,12,3.55
1513,7/21/2017 6:00,10.8,11.5,12,3.55
1514,7/21/2017 6:15,10.8,11.5,12,3.55
1515,7/21/2017 6:30,10.8,11.8,12,3.55
1516,7/21/2017 6:45,10.8,11.8,12,3.55
1517,7/21/2017 7:00,10.8,12.1,12,3.55
1518,7/21/2017 7:15,10.8,12.5,12,3.55
1519,7/21/2017 7:30,10.8,12.8,12,3.55
1520,7/21/2017 7:45,10.8,13.5,12,3.55
1521,7/21/2017 8:00,10.8,14.1,12,3.55
1522,7/21/2017 8:15,11.2,15.1,12,3.55
1523,7/21/2017 8:30,11.2,16.1,12,3.55
1524,7/21/2017 8:45,11.2,16.8,12,3.55
1525,7/21/2017 9:00,11.2,16.5,12,3.55
1526,7/21/2017 9:15,11.2,16.5,12,3.55
1527,7/21/2017 9:30,11.2,16.5,12,3.55
1528,7/21/2017 9:45,11.2,16.8,12,3.55
1529,7/21/2017 10:00,11.5,17.5,12,3.55
1530,7/21/2017 10:15,11.5,18.2,12,3.55
